14500 3.14179 0.00110345 0.00020045
14600 3.14205 0.00191781 0.000462141
14700 3.14245 0.00136054 0.000856326
14800 3.14216 0 0.000569509
14900 3.14215 0.000805369 0.000554997
15000 3.14173 0.0008 0.00014068
15100 3.14119 0.00211921 0.000400601
15200 3.14118 0.00131579 0.000408443
15300 3.1417 0.000522876 0.000106693
15400 3.14143 0.00025974 0.000164082
15500 3.14142 0.000516129 0.000173299
15600 3.14141 0.000769231 0.000182397
15700 3.1414 0.000509554 0.00019138
15800 3.14228 0.00101266 0.000685827
15900 3.14252 0.000754717 0.00092307
16000 3.14262 0.00025 0.00103235
16100 3.14236 0.00198758 0.000767595
16200 3.14222 0.00148148 0.000629569
16300 3.14172 0.00171779 0.000125138
16400 3.14195 0.00146341 0.000358566
16500 3.14206 0.000484848 0.000467952
16600 3.14193 0.000481928 0.000335057
16700 3.14156 0 3.57674e-05
16800 3.14155 0.000238095 4.50345e-05
16900 3.14095 0.000236686 0.000645908
17000 3.14153 0.000235294 6.32418e-05
17100 3.14175 0 0.000161732
17200 3.14174 0.000232558 0.000151532
17300 3.14266 0 0.00106631
17400 3.14264 0.000229885 0.00105102
17500 3.14217 0.000914286 0.000578775
17600 3.14227 0 0.000680074
17700 3.14181 0.000677966 0.000215256
17800 3.14169 0.000224719 9.27397e-05
17900 3.1419 0.000446927 0.000306788
18000 3.14167 0.000222222 7.40131e-05
18100 3.14144 0.000441989 0.00015619
18200 3.14143 0.0010989 0.000164082
18300 3.14142 0.00174863 0.000171889
18400 3.14141 0.000652174 0.00017961
18500 3.14184 0.000864865 0.000245184
18600 3.14194 0.00129032 0.00034283
18700 3.14193 0.000213904 0.00033248
18800 3.14202 0.000212766 0.000428623
18900 3.14169 0.00021164 0.000100468
19000 3.14137 0.000210526 0.000224233
19100 3.14147 0.00104712 0.000126685
19200 3.14094 0.000625 0.000655154
19300 3.14124 0.00145078 0.00034913
19400 3.14134 0.00185567 0.000252447
19500 3.14123 0.00184615 0.000361884
19600 3.14122 0.00244898 0.000368164
19700 3.14132 0.00243655 0.000272857
19800 3.14152 0.00262626 7.75021e-05
19900 3.14231 0.00160804 0.000718904
20000 3.1421 0.0014 0.000507346
20100 3.14199 0.000597015 0.000397396
20200 3.14168 0.00019802 9.05147e-05
20300 3.14118 0.000197044 0.000410388
20400 3.14127 0.000588235 0.000318144
20500 3.14098 0.00097561 0.000617044
20600 3.14117 0.00116505 0.000427605
20700 3.14077 0.00057971 0.000819707
20800 3.14106 0.00173077 0.000534961
20900 3.14096 0.00172249 0.000635716
21000 3.14086 0.00209524 0.000735511
21100 3.14123 0.00189573 0.000360426
21200 3.14151 0.00226415 8.32196e-05
21300 3.14122 0.00150235 0.000371996
21400 3.14187 0.000373832 0.000276505
21500 3.14167 0.00055814 8.1765e-05
21600 3.14139 0.000185185 0.000203765
21700 3.14147 0.000921659 0.000117999
21800 3.14128 0.00110092 0.00030825
21900 3.14155 0.00146119 4.01422e-05
22000 3.14136 0.00127273 0.000229017
22100 3.14136 0.00108597 0.000235188
22200 3.14126 0.00144144 0.000331392
22300 3.14117 0.00143498 0.000426734
22400 3.1408 0.00232143 0.000789082
22500 3.14098 0.00213333 0.000614876
22600 3.14097 0.000884956 0.000619202
22700 3.14097 0.00140969 0.000623491
22800 3.1414 0.000701754 0.000189145
22900 3.14122 0.000524017 0.000369946
23000 3.1413 0.000521739 0.000288306
23100 3.14121 0.00121212 0.000380532
23200 3.14112 0.000862069 0.000471964
23300 3.14103 0.00120172 0.000562611
23400 3.14128 0.00153846 0.000310602
23500 3.14128 0.00170213 0.000316058
23600 3.1411 0.00152542 0.000490959
23700 3.1411 0.00202532 0.000495607
23800 3.14101 0.00168067 0.00058425
23900 3.14126 0.00133891 0.000337423
24000 3.14175 0.000833333 0.000157346
24100 3.14133 0.000165975 0.000264853
24200 3.14157 0.000165289 2.24057e-05
24300 3.14181 0.000164609 0.000218046
24400 3.14148 0.000327869 0.000117244
24500 3.14163 0.00114286 3.99995e-05
24600 3.14146 0.00097561 0.000129239
24700 3.14146 0.000809717 0.000135164
24800 3.14137 0.00112903 0.000221686
24900 3.1412 0.000321285 0.000387834
25000 3.14144 0.00096 0.000152654
