100 6.56 0.30735 0.276815
200 6.2 0.23622 0.0831853
300 6.05333 0.19819 0.229852
400 6.62 0.151126 0.336815
500 6.32 0.145723 0.0368147
600 6.26667 0.13455 0.0165186
700 6.28571 0.124071 0.00252898
800 6.36 0.114184 0.0768147
900 6.46222 0.105079 0.179037
1000 6.176 0.106137 0.107185
1100 6.45818 0.0951427 0.174997
1200 6.25333 0.0954048 0.029852
1300 6.03077 0.0955791 0.252416
1400 6.11429 0.09075 0.1689
1500 6.17067 0.0867495 0.112519
1600 6.145 0.0844059 0.138185
1700 6.21176 0.0808342 0.0714206
1800 6.24889 0.077969 0.0342964
1900 6.24421 0.0759623 0.0389748
2000 6.284 0.073428 0.000814693
2100 6.24381 0.0722605 0.0393758
2200 6.24727 0.070549 0.0359126
2300 6.25043 0.0689535 0.0327505
2400 6.37333 0.0657245 0.090148
2500 6.3072 0.0653508 0.0240147
2600 6.17846 0.0657919 0.104724
2700 6.17778 0.0645706 0.105408
2800 6.20857 0.0630255 0.0746139
2900 6.26759 0.0611895 0.0155991
3000 6.39733 0.0584602 0.114148
3100 6.30452 0.0587208 0.0213308
3200 6.35 0.0572208 0.0668147
3300 6.34424 0.0564198 0.0610571
3400 6.39294 0.0549701 0.109756
3500 6.17371 0.0567575 0.109471
3600 6.28 0.0547763 0.00318531
3700 6.27243 0.0541171 0.0107529
3800 6.20632 0.054125 0.0768695
3900 6.26667 0.0527749 0.0165186
4000 6.272 0.0520529 0.0111853
4100 6.2361 0.0517967 0.0470877
4200 6.33333 0.0501321 0.050148
4300 6.24744 0.0504607 0.0357434
4400 6.27636 0.049585 0.00682167
4500 6.23822 0.0494197 0.0449631
4600 6.29217 0.0483329 0.00898861
4700 6.31319 0.0476002 0.0300062
4800 6.21667 0.048059 0.0665186
4900 6.30367 0.0467147 0.0204882
5000 6.2624 0.0466509 0.0207853
5100 6.28078 0.0460137 0.00240099
5200 6.32923 0.0450954 0.0460455
5300 6.3034 0.04492 0.0202109
5400 6.32 0.0443421 0.0368147
5500 6.33455 0.0437968 0.0513601
5600 6.26286 0.0440768 0.0203282
5700 6.21333 0.0441313 0.069852
5800 6.28552 0.0431045 0.00233193
5900 6.21288 0.0433808 0.070304
6000 6.26133 0.0425957 0.021852
6100 6.25574 0.0422941 0.0274476
6200 6.22323 0.0422307 0.0599595
6300 6.40127 0.0403042 0.118085
6400 6.2975 0.0409296 0.0143147
6500 6.23015 0.041187 0.0530315
6600 6.27879 0.0404653 0.00439743
6700 6.33552 0.0396728 0.0523371
6800 6.29529 0.0397263 0.0121088
6900 6.25159 0.0398008 0.0315911
7000 6.28114 0.0392726 0.00204245
7100 6.27606 0.0390369 0.00712897
7200 6.30333 0.0385405 0.020148
7300 6.30795 0.0382375 0.0247599
7400 6.34486 0.0376714 0.0616796
7500 6.32853 0.0375552 0.045348
7600 6.28105 0.0376913 0.00213268
7700 6.1974 0.0380898 0.0857827
7800 6.2841 0.0371809 0.000917257
7900 6.27544 0.0370124 0.00774227
8000 6.253 0.0369527 0.0301853
8100 6.2321 0.0368811 0.0510865
8200 6.30146 0.0361286 0.0182781
8300 6.29398 0.035968 0.0107906
8400 6.23905 0.0361654 0.0441377
8500 6.29365 0.0355448 0.0104618
8600 6.3293 0.0350653 0.046117
8700 6.31448 0.0349765 0.0312975
8800 6.28455 0.0350014 0.00136015
8900 6.28404 0.0348079 0.000859637
9000 6.27733 0.0346631 0.00585197
9100 6.3156 0.0341908 0.0324191
9200 6.30783 0.0340619 0.0246408
9300 6.27355 0.0341265 0.00963692
9400 6.26979 0.0339713 0.0133981
9500 6.29895 0.0335839 0.0157621
9600 6.30583 0.0333591 0.022648
9700 6.27711 0.0333905 0.00607191
9800 6.33306 0.0328211 0.0498759
9900 6.30869 0.0328295 0.0255016
10000 6.3 0.0327261 0.0168147
10100 6.28594 0.0326616 0.00275529
10200 6.28941 0.0324771 0.00622646
10300 6.26097 0.0325129 0.0222144
10400 6.25462 0.0323988 0.0285699
10500 6.25829 0.0322197 0.0248996
10600 6.31396 0.0316907 0.030777
10700 6.24523 0.0320031 0.0379517
10800 6.27185 0.0316794 0.0113335
10900 6.31486 0.0312454 0.0316771
11000 6.24582 0.0315599 0.0373671
11100 6.31856 0.0309377 0.0353733
11200 6.22714 0.0313959 0.0560425
11300 6.27044 0.0309797 0.0127428
