-1 0.353227 0.352788 0.196821 -9.87506 0.139181
-0.931034 0.340092 0.340311 -0.591179 -12.6885 0.163394
-0.862069 0.267745 0.268328 -1.50448 -13.3916 0.184745
-0.793103 0.133511 0.133686 -2.37857 -11.5135 0.198955
-0.724138 -0.0542031 -0.0546971 -3.03351 -7.08382 0.201939
-0.655172 -0.275238 -0.275957 -3.30854 -0.618707 0.190647
-0.586207 -0.499438 -0.499713 -3.09306 6.95854 0.163815
-0.517241 -0.69086 -0.690412 -2.35105 14.4305 0.122482
-0.448276 -0.813883 -0.813057 -1.13636 20.4377 0.0701555
-0.37931 -0.840125 -0.839593 0.404419 23.6927 0.0125554
-0.310345 -0.754709 -0.754917 2.0462 23.254 -0.0430803
-0.241379 -0.560439 -0.561245 3.51905 18.8052 -0.0890508
-0.172414 -0.278761 -0.279542 4.55851 10.8384 -0.118457
-0.103448 0.0529596 0.0528162 4.96235 0.643901 -0.126436
-0.0344828 0.387467 0.388083 4.63843 -9.93287 -0.111104
0.0344828 0.675851 0.676746 3.62924 -18.9143 -0.0739841
0.103448 0.87629 0.876744 2.10446 -24.6625 -0.0198094
0.172414 0.961492 0.961109 0.323883 -26.2485 0.0442726
0.241379 0.923281 0.92232 -1.41829 -23.6102 0.109911
0.310345 0.773425 0.772631 -2.85201 -17.481 0.168927
0.37931 0.540647 0.540675 -3.77864 -9.14911 0.214581
0.448276 0.264601 0.265466 -4.09868 -0.15091 0.242506
0.517241 -0.0117926 -0.010795 -3.81881 8.01418 0.251176
0.586207 -0.249986 -0.249769 -3.04122 14.1078 0.241882
0.655172 -0.4219 -0.422797 -1.93967 17.3151 0.218252
0.724138 -0.513418 -0.514737 -0.726213 17.3544 0.185441
0.793103 -0.524875 -0.525285 0.387634 14.5232 0.149135
0.862069 -0.468851 -0.467574 1.2297 9.64698 0.114564
0.931034 -0.366064 -0.364324 1.69831 3.90588 0.0856924
1 -0.240462 -0.242337 1.77762 -1.44369 0.064742
