0 1
0.0981748 0.951041
0.19635 0.902647
0.294524 0.855303
0.392699 0.809394
0.490874 0.765324
0.589049 0.723706
0.687223 0.684704
0.785398 0.6487
0.883573 0.616318
0.981748 0.587597
1.07992 0.562825
1.1781 0.54226
1.27627 0.526133
1.37445 0.514713
1.47262 0.50797
1.5708 0.505977
1.66897 0.508759
1.76715 0.516293
1.86532 0.528507
1.9635 0.545282
2.06167 0.566453
2.15984 0.59181
2.25802 0.621103
2.35619 0.654211
2.45437 0.690672
2.55254 0.730105
2.65072 0.772133
2.74889 0.816518
2.84707 0.862702
2.94524 0.910226
3.04342 0.958765
3.14159 1.00775
3.23977 1.05677
3.33794 1.10533
3.43612 1.15303
3.53429 1.19934
3.63247 1.2439
3.73064 1.28625
3.82882 1.32597
3.92699 1.36286
4.02517 1.39618
4.12334 1.42617
4.22152 1.45197
4.31969 1.47375
4.41786 1.49133
4.51604 1.50404
4.61421 1.51245
4.71239 1.51596
4.81056 1.51469
4.90874 1.509
5.00691 1.49818
5.10509 1.48301
5.20326 1.46352
5.30144 1.43946
5.39961 1.41166
5.49779 1.37992
5.59596 1.34471
5.69414 1.30653
5.79231 1.2653
5.89049 1.22187
5.98866 1.17634
6.08684 1.12928
6.18501 1.08111
6.28319 1.03225
6.38136 0.983193
6.47953 0.934387
6.57771 0.8863
6.67588 0.83936
6.77406 0.794091
6.87223 0.750744
6.97041 0.710005
7.06858 0.672051
7.16676 0.6372
7.26493 0.605989
7.36311 0.578642
7.46128 0.555332
7.55946 0.5363
7.65763 0.521745
7.75581 0.511816
7.85398 0.50666
7.95216 0.506322
8.05033 0.510754
8.14851 0.519919
8.24668 0.533731
8.34486 0.552056
8.44303 0.574713
8.54121 0.60148
8.63938 0.63209
8.73755 0.66628
8.83573 0.703851
8.9339 0.744261
9.03208 0.787127
9.13025 0.832145
9.22843 0.878872
9.3266 0.926782
9.42478 0.975525
9.52295 1.02457
9.62113 1.07349
9.7193 1.1218
9.81748 1.16909
9.91565 1.21483
10.0138 1.25869
10.112 1.30019
10.2102 1.33893
10.3084 1.37472
10.4065 1.40683
10.5047 1.43551
10.6029 1.45992
10.701 1.48022
10.7992 1.49628
10.8974 1.50741
10.9956 1.51419
11.0937 1.5161
11.1919 1.51319
11.2901 1.50588
11.3883 1.49349
11.4864 1.47677
11.5846 1.4558
11.6828 1.43033
11.781 1.4012
11.8791 1.36824
11.9773 1.33192
12.0755 1.29273
12.1737 1.25064
12.2718 1.20648
12.37 1.16036
12.4682 1.11287
12.5664 1.06441
12.6645 1.01543
12.7627 0.966412
12.8609 0.917796
12.9591 0.870068
13.0572 0.823611
13.1554 0.779013
13.2536 0.736487
13.3518 0.69663
13.4499 0.659763
13.5481 0.626123
13.6463 0.596091
13.7445 0.570147
13.8426 0.548322
13.9408 0.530841
14.039 0.517886
14.1372 0.509592
14.2353 0.506044
14.3335 0.507278
14.4317 0.513278
14.5299 0.524054
14.628 0.539451
14.7262 0.559309
14.8244 0.583431
14.9226 0.61158
15.0207 0.643476
15.1189 0.678805
15.2171 0.717359
15.3153 0.758704
15.4134 0.802359
15.5116 0.847969
15.6098 0.895185
15.708 0.943426
15.8061 0.992324
15.9043 1.04138
16.0025 1.09015
16.1007 1.13814
16.1988 1.18497
16.297 1.23009
16.3952 1.2732
16.4934 1.3138
16.5915 1.35152
16.6897 1.38618
16.7879 1.41704
16.8861 1.44438
16.9842 1.46737
17.0824 1.48617
17.1806 1.50069
17.2788 1.51022
17.3769 1.51538
17.4751 1.51567
17.5733 1.51113
17.6715 1.5022
17.7696 1.48826
17.8678 1.47001
17.966 1.4476
18.0642 1.42074
18.1623 1.39031
18.2605 1.35617
18.3587 1.31877
18.4569 1.27862
18.555 1.23572
18.6532 1.19087
18.7514 1.14422
18.8496 1.09638
