0 1
0.0490874 0.97547
0.0981748 0.951004
0.147262 0.926668
0.19635 0.902502
0.245437 0.878523
0.294524 0.854952
0.343612 0.831644
0.392699 0.808736
0.441786 0.786387
0.490874 0.764319
0.539961 0.74314
0.589049 0.722361
0.638136 0.702301
0.687223 0.683041
0.736311 0.664239
0.785398 0.64671
0.834486 0.629694
0.883573 0.613685
0.93266 0.598681
0.981748 0.584285
1.03084 0.571418
1.07992 0.559281
1.12901 0.548122
1.1781 0.538373
1.22718 0.52941
1.27627 0.521715
1.32536 0.515299
1.37445 0.509749
1.42353 0.505621
1.47262 0.502718
1.52171 0.500735
1.5708 0.500205
1.61988 0.500909
1.66897 0.502552
1.71806 0.505599
1.76715 0.509908
1.81623 0.515143
1.86532 0.521697
1.91441 0.529521
1.9635 0.538223
2.01258 0.548164
2.06167 0.559322
2.11076 0.57128
2.15984 0.584435
2.20893 0.598661
2.25802 0.613589
2.30711 0.62972
2.35619 0.646676
2.40528 0.664225
2.45437 0.683017
2.50346 0.70231
2.55254 0.722315
2.60163 0.743141
2.65072 0.764349
2.69981 0.786372
2.74889 0.808773
2.79798 0.831626
2.84707 0.854973
2.89616 0.878515
2.94524 0.902536
2.99433 0.926663
3.04342 0.951029
3.09251 0.975479
3.14159 1
3.19068 1.02451
3.23977 1.049
3.28885 1.0733
3.33794 1.09754
3.38703 1.12138
3.43612 1.14509
3.4852 1.16829
3.53429 1.19124
3.58338 1.21359
3.63247 1.23554
3.68155 1.25684
3.73064 1.27758
3.77973 1.29762
3.82882 1.31694
3.8779 1.33552
3.92699 1.35325
3.97608 1.3702
4.02517 1.38617
4.07425 1.4013
4.12334 1.41537
4.17243 1.42852
4.22152 1.44058
4.2706 1.45162
4.31969 1.46156
4.36878 1.47036
4.41786 1.47809
4.46695 1.48456
4.51604 1.49004
4.56513 1.4941
4.61421 1.49727
4.6633 1.49888
4.71239 1.49973
4.76148 1.49885
4.81056 1.49738
4.85965 1.49403
4.90874 1.49025
4.95783 1.48446
5.00691 1.4784
5.056 1.47023
5.10509 1.46194
5.15418 1.45147
5.20326 1.4409
5.25235 1.42838
5.30144 1.41563
5.35052 1.40116
5.39961 1.38636
5.4487 1.37008
5.49779 1.3534
5.54687 1.33543
5.59596 1.31704
5.64505 1.29755
5.69414 1.27763
5.74322 1.2568
5.79231 1.23557
5.8414 1.21357
5.89049 1.19124
5.93957 1.16828
5.98866 1.14507
6.03775 1.12138
6.08684 1.0975
6.13592 1.0733
6.18501 1.04899
6.2341 1.02451
6.28319 1
