0 1
0.0981748 1
0.19635 1
0.294524 1
0.392699 1
0.490874 1
0.589049 1
0.687223 1
0.785398 1
0.883573 1
0.981748 1
1.07992 1
1.1781 1
1.27627 1
1.37445 1
1.47262 1
1.5708 1
1.66897 1
1.76715 1
1.86532 1
1.9635 1
2.06167 1
2.15984 1
2.25802 1
2.35619 1
2.45437 1
2.55254 1
2.65072 1
2.74889 1
2.84707 1
2.94524 1
3.04342 1
3.14159 1
3.23977 1
3.33794 1
3.43612 1
3.53429 1
3.63247 1
3.73064 1
3.82882 1
3.92699 1
4.02517 1
4.12334 1
4.22152 1
4.31969 1
4.41786 1
4.51604 1
4.61421 1
4.71239 1
4.81056 1
4.90874 1
5.00691 1
5.10509 1
5.20326 1
5.30144 1
5.39961 1
5.49779 1
5.59596 1
5.69414 1
5.79231 1
5.89049 1
5.98866 1
6.08684 1
6.18501 1
6.28319 1
